ItemId,sentiment_analysis,Developer
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,0,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,1,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,0,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,0,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,0,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,1,Tripwire Interactive
1250,2,Tripwire Interactive
1250,2,Tripwire Interactive
22200,2,ACE Team
22200,2,ACE Team
22200,2,ACE Team
22200,2,ACE Team
22200,0,ACE Team
22200,2,ACE Team
227300,2,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,0,SCS Software
227300,0,SCS Software
227300,1,SCS Software
227300,1,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,0,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,0,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,0,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,0,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,0,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,1,SCS Software
227300,0,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,0,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,0,SCS Software
227300,1,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,1,SCS Software
227300,0,SCS Software
227300,2,SCS Software
227300,1,SCS Software
227300,0,SCS Software
227300,0,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
227300,2,SCS Software
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,1,3909
239030,0,3909
239030,0,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,0,3909
239030,0,3909
239030,0,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,0,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,0,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,0,3909
239030,1,3909
239030,2,3909
239030,2,3909
239030,0,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,0,3909
239030,1,3909
239030,2,3909
239030,0,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,1,3909
239030,2,3909
239030,0,3909
239030,2,3909
239030,0,3909
239030,2,3909
239030,2,3909
239030,2,3909
239030,2,3909
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,0,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,1,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
248820,2,"Hopoo Games, LLC"
370360,2,Zachtronics
237930,2,Supergiant Games
237930,0,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,1,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,0,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,1,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,1,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,1,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,0,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,1,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
237930,2,Supergiant Games
263360,1,Phr00t's Software
263360,2,Phr00t's Software
263360,1,Phr00t's Software
263360,2,Phr00t's Software
107200,2,MinMax Games Ltd.
107200,2,MinMax Games Ltd.
107200,2,MinMax Games Ltd.
107200,1,MinMax Games Ltd.
107200,2,MinMax Games Ltd.
107200,2,MinMax Games Ltd.
224500,2,Robotronic Games
224500,2,Robotronic Games
224500,1,Robotronic Games
224500,2,Robotronic Games
224500,2,Robotronic Games
224500,0,Robotronic Games
224500,2,Robotronic Games
224500,2,Robotronic Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,0,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,0,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,0,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,0,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
250320,1,Telltale Games
250320,2,Telltale Games
250320,2,Telltale Games
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,1,CD PROJEKT RED
20920,1,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,1,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,1,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,1,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,1,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,2,CD PROJEKT RED
20920,0,CD PROJEKT RED
20920,1,CD PROJEKT RED
204100,2,Rockstar Studios
204100,0,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,1,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,0,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,0,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,0,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,1,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,0,Rockstar Studios
204100,2,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,2,Rockstar Studios
204100,1,Rockstar Studios
204100,1,Rockstar Studios
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,0,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,1,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
224600,2,"Trion Worlds, Inc."
207610,0,Telltale Games
207610,1,Telltale Games
207610,0,Telltale Games
207610,1,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,1,Telltale Games
207610,0,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
207610,0,Telltale Games
207610,1,Telltale Games
207610,2,Telltale Games
207610,2,Telltale Games
